country,year,continent,variable,value
Lebanon,1962,Asia,gdpPercap,5714.560611
Lebanon,1967,Asia,pop,2186894
Lebanon,1967,Asia,lifeExp,63.87
Lebanon,1967,Asia,gdpPercap,6006.983042
Lebanon,1972,Asia,pop,2680018
Lebanon,1972,Asia,lifeExp,65.421
Lebanon,1972,Asia,gdpPercap,7486.384341
Lebanon,1977,Asia,pop,3115787
Lebanon,1977,Asia,lifeExp,66.099
Lebanon,1977,Asia,gdpPercap,8659.696836
Lebanon,1982,Asia,pop,3086876
Lebanon,1982,Asia,lifeExp,66.983
Lebanon,1982,Asia,gdpPercap,7640.519521
Lebanon,1987,Asia,pop,3089353
Lebanon,1987,Asia,lifeExp,67.926
Lebanon,1987,Asia,gdpPercap,5377.091329
Lebanon,1992,Asia,pop,3219994
Lebanon,1992,Asia,lifeExp,69.292
Lebanon,1992,Asia,gdpPercap,6890.806854
Lebanon,1997,Asia,pop,3430388
Lebanon,1997,Asia,lifeExp,70.265
Lebanon,1997,Asia,gdpPercap,8754.96385
Lebanon,2002,Asia,pop,3677780
Lebanon,2002,Asia,lifeExp,71.028
Lebanon,2002,Asia,gdpPercap,9313.93883
Lebanon,2007,Asia,pop,3921278
Lebanon,2007,Asia,lifeExp,71.993
Lebanon,2007,Asia,gdpPercap,10461.05868
Lesotho,1952,Africa,pop,748747
Lesotho,1952,Africa,lifeExp,42.138
Lesotho,1952,Africa,gdpPercap,298.8462121
Lesotho,1957,Africa,pop,813338
Lesotho,1957,Africa,lifeExp,45.047
Lesotho,1957,Africa,gdpPercap,335.9971151
Lesotho,1962,Africa,pop,893143
Lesotho,1962,Africa,lifeExp,47.747
Lesotho,1962,Africa,gdpPercap,411.8006266
Lesotho,1967,Africa,pop,996380
Lesotho,1967,Africa,lifeExp,48.492
Lesotho,1967,Africa,gdpPercap,498.6390265
Lesotho,1972,Africa,pop,1116779
Lesotho,1972,Africa,lifeExp,49.767
Lesotho,1972,Africa,gdpPercap,496.5815922
Lesotho,1977,Africa,pop,1251524
Lesotho,1977,Africa,lifeExp,52.208
Lesotho,1977,Africa,gdpPercap,745.3695408
Lesotho,1982,Africa,pop,1411807
Lesotho,1982,Africa,lifeExp,55.078
Lesotho,1982,Africa,gdpPercap,797.2631074
Lesotho,1987,Africa,pop,1599200
Lesotho,1987,Africa,lifeExp,57.18
Lesotho,1987,Africa,gdpPercap,773.9932141
Lesotho,1992,Africa,pop,1803195
Lesotho,1992,Africa,lifeExp,59.685
Lesotho,1992,Africa,gdpPercap,977.4862725
Lesotho,1997,Africa,pop,1982823
Lesotho,1997,Africa,lifeExp,55.558
Lesotho,1997,Africa,gdpPercap,1186.147994
Lesotho,2002,Africa,pop,2046772
Lesotho,2002,Africa,lifeExp,44.593
Lesotho,2002,Africa,gdpPercap,1275.184575
Lesotho,2007,Africa,pop,2012649
Lesotho,2007,Africa,lifeExp,42.592
Lesotho,2007,Africa,gdpPercap,1569.331442
Liberia,1952,Africa,pop,863308
Liberia,1952,Africa,lifeExp,38.48
Liberia,1952,Africa,gdpPercap,575.5729961
Liberia,1957,Africa,pop,975950
Liberia,1957,Africa,lifeExp,39.486
Liberia,1957,Africa,gdpPercap,620.9699901
Liberia,1962,Africa,pop,1112796
Liberia,1962,Africa,lifeExp,40.502
Liberia,1962,Africa,gdpPercap,634.1951625
Liberia,1967,Africa,pop,1279406
Liberia,1967,Africa,lifeExp,41.536
Liberia,1967,Africa,gdpPercap,713.6036483
Liberia,1972,Africa,pop,1482628
Liberia,1972,Africa,lifeExp,42.614
Liberia,1972,Africa,gdpPercap,803.0054535
Liberia,1977,Africa,pop,1703617
Liberia,1977,Africa,lifeExp,43.764
Liberia,1977,Africa,gdpPercap,640.3224383
Liberia,1982,Africa,pop,1956875
Liberia,1982,Africa,lifeExp,44.852
Liberia,1982,Africa,gdpPercap,572.1995694
Liberia,1987,Africa,pop,2269414
Liberia,1987,Africa,lifeExp,46.027
Liberia,1987,Africa,gdpPercap,506.1138573
Liberia,1992,Africa,pop,1912974
Liberia,1992,Africa,lifeExp,40.802
Liberia,1992,Africa,gdpPercap,636.6229191
Liberia,1997,Africa,pop,2200725
Liberia,1997,Africa,lifeExp,42.221
Liberia,1997,Africa,gdpPercap,609.17395079999994
Liberia,2002,Africa,pop,2814651
Liberia,2002,Africa,lifeExp,43.753
Liberia,2002,Africa,gdpPercap,531.4823679
Liberia,2007,Africa,pop,3193942
Liberia,2007,Africa,lifeExp,45.678
Liberia,2007,Africa,gdpPercap,414.5073415
Libya,1952,Africa,pop,1019729
Libya,1952,Africa,lifeExp,42.723
Libya,1952,Africa,gdpPercap,2387.54806
Libya,1957,Africa,pop,1201578
Libya,1957,Africa,lifeExp,45.289
Libya,1957,Africa,gdpPercap,3448.284395
Libya,1962,Africa,pop,1441863
Libya,1962,Africa,lifeExp,47.808
Libya,1962,Africa,gdpPercap,6757.030816
Libya,1967,Africa,pop,1759224
Libya,1967,Africa,lifeExp,50.227
Libya,1967,Africa,gdpPercap,18772.75169
Libya,1972,Africa,pop,2183877
Libya,1972,Africa,lifeExp,52.773
Libya,1972,Africa,gdpPercap,21011.49721
Libya,1977,Africa,pop,2721783
Libya,1977,Africa,lifeExp,57.442
Libya,1977,Africa,gdpPercap,21951.21176
Libya,1982,Africa,pop,3344074
Libya,1982,Africa,lifeExp,62.155
Libya,1982,Africa,gdpPercap,17364.27538
Libya,1987,Africa,pop,3799845
Libya,1987,Africa,lifeExp,66.234
Libya,1987,Africa,gdpPercap,11770.5898
Libya,1992,Africa,pop,4364501
Libya,1992,Africa,lifeExp,68.755
Libya,1992,Africa,gdpPercap,9640.138501
Libya,1997,Africa,pop,4759670
Libya,1997,Africa,lifeExp,71.555
Libya,1997,Africa,gdpPercap,9467.446056
Libya,2002,Africa,pop,5368585
Libya,2002,Africa,lifeExp,72.737
Libya,2002,Africa,gdpPercap,9534.677467
Libya,2007,Africa,pop,6036914
Libya,2007,Africa,lifeExp,73.952
Libya,2007,Africa,gdpPercap,12057.49928
Madagascar,1952,Africa,pop,4762912
Madagascar,1952,Africa,lifeExp,36.681
Madagascar,1952,Africa,gdpPercap,1443.011715
Madagascar,1957,Africa,pop,5181679
Madagascar,1957,Africa,lifeExp,38.865
Madagascar,1957,Africa,gdpPercap,1589.20275
Madagascar,1962,Africa,pop,5703324
Madagascar,1962,Africa,lifeExp,40.848
Madagascar,1962,Africa,gdpPercap,1643.38711
Madagascar,1967,Africa,pop,6334556
Madagascar,1967,Africa,lifeExp,42.881
Madagascar,1967,Africa,gdpPercap,1634.047282
Madagascar,1972,Africa,pop,7082430
Madagascar,1972,Africa,lifeExp,44.851
Madagascar,1972,Africa,gdpPercap,1748.562982
Madagascar,1977,Africa,pop,8007166
Madagascar,1977,Africa,lifeExp,46.881
Madagascar,1977,Africa,gdpPercap,1544.228586
Madagascar,1982,Africa,pop,9171477
Madagascar,1982,Africa,lifeExp,48.969
Madagascar,1982,Africa,gdpPercap,1302.878658
Madagascar,1987,Africa,pop,10568642
Madagascar,1987,Africa,lifeExp,49.35
Madagascar,1987,Africa,gdpPercap,1155.441948
Madagascar,1992,Africa,pop,12210395
Madagascar,1992,Africa,lifeExp,52.214
Madagascar,1992,Africa,gdpPercap,1040.67619
Madagascar,1997,Africa,pop,14165114
Madagascar,1997,Africa,lifeExp,54.978
Madagascar,1997,Africa,gdpPercap,986.2958956
Madagascar,2002,Africa,pop,16473477
Madagascar,2002,Africa,lifeExp,57.286
Madagascar,2002,Africa,gdpPercap,894.6370822
Madagascar,2007,Africa,pop,19167654
Madagascar,2007,Africa,lifeExp,59.443
Madagascar,2007,Africa,gdpPercap,1044.770126
Malawi,1952,Africa,pop,2917802
Malawi,1952,Africa,lifeExp,36.256
Malawi,1952,Africa,gdpPercap,369.1650802
Malawi,1957,Africa,pop,3221238
Malawi,1957,Africa,lifeExp,37.207
Malawi,1957,Africa,gdpPercap,416.3698064
Malawi,1962,Africa,pop,3628608
Malawi,1962,Africa,lifeExp,38.41
Malawi,1962,Africa,gdpPercap,427.9010856
Malawi,1967,Africa,pop,4147252
Malawi,1967,Africa,lifeExp,39.487
Malawi,1967,Africa,gdpPercap,495.5147806
Malawi,1972,Africa,pop,4730997
Malawi,1972,Africa,lifeExp,41.766
Malawi,1972,Africa,gdpPercap,584.6219709
Malawi,1977,Africa,pop,5637246
Malawi,1977,Africa,lifeExp,43.767
Malawi,1977,Africa,gdpPercap,663.2236766
Malawi,1982,Africa,pop,6502825
Malawi,1982,Africa,lifeExp,45.642
Malawi,1982,Africa,gdpPercap,632.8039209
Malawi,1987,Africa,pop,7824747
Malawi,1987,Africa,lifeExp,47.457
Malawi,1987,Africa,gdpPercap,635.5173634
Malawi,1992,Africa,pop,10014249
Malawi,1992,Africa,lifeExp,49.42
Malawi,1992,Africa,gdpPercap,563.2000145
Malawi,1997,Africa,pop,10419991
Malawi,1997,Africa,lifeExp,47.495
Malawi,1997,Africa,gdpPercap,692.2758103
Malawi,2002,Africa,pop,11824495
Malawi,2002,Africa,lifeExp,45.009
Malawi,2002,Africa,gdpPercap,665.4231186
Malawi,2007,Africa,pop,13327079
Malawi,2007,Africa,lifeExp,48.303
Malawi,2007,Africa,gdpPercap,759.3499101
Malaysia,1952,Asia,pop,6748378
Malaysia,1952,Asia,lifeExp,48.463
Malaysia,1952,Asia,gdpPercap,1831.132894
Malaysia,1957,Asia,pop,7739235
Malaysia,1957,Asia,lifeExp,52.102
Malaysia,1957,Asia,gdpPercap,1810.066992
Malaysia,1962,Asia,pop,8906385
Malaysia,1962,Asia,lifeExp,55.737
Malaysia,1962,Asia,gdpPercap,2036.884944
Malaysia,1967,Asia,pop,10154878
Malaysia,1967,Asia,lifeExp,59.371
Malaysia,1967,Asia,gdpPercap,2277.742396
Malaysia,1972,Asia,pop,11441462
Malaysia,1972,Asia,lifeExp,63.01
Malaysia,1972,Asia,gdpPercap,2849.09478
Malaysia,1977,Asia,pop,12845381
Malaysia,1977,Asia,lifeExp,65.256
Malaysia,1977,Asia,gdpPercap,3827.921571
Malaysia,1982,Asia,pop,14441916
Malaysia,1982,Asia,lifeExp,68
Malaysia,1982,Asia,gdpPercap,4920.355951
Malaysia,1987,Asia,pop,16331785
Malaysia,1987,Asia,lifeExp,69.5
Malaysia,1987,Asia,gdpPercap,5249.802653
Malaysia,1992,Asia,pop,18319502
Malaysia,1992,Asia,lifeExp,70.693
Malaysia,1992,Asia,gdpPercap,7277.912802
Malaysia,1997,Asia,pop,20476091
Malaysia,1997,Asia,lifeExp,71.938
Malaysia,1997,Asia,gdpPercap,10132.90964
Malaysia,2002,Asia,pop,22662365
Malaysia,2002,Asia,lifeExp,73.044
Malaysia,2002,Asia,gdpPercap,10206.97794
Malaysia,2007,Asia,pop,24821286
Malaysia,2007,Asia,lifeExp,74.241
Malaysia,2007,Asia,gdpPercap,12451.6558
Mali,1952,Africa,pop,3838168
Mali,1952,Africa,lifeExp,33.685
Mali,1952,Africa,gdpPercap,452.3369807
Mali,1957,Africa,pop,4241884
Mali,1957,Africa,lifeExp,35.307
Mali,1957,Africa,gdpPercap,490.3821867
Mali,1962,Africa,pop,4690372
Mali,1962,Africa,lifeExp,36.936
Mali,1962,Africa,gdpPercap,496.1743428
Mali,1967,Africa,pop,5212416
Mali,1967,Africa,lifeExp,38.487
Mali,1967,Africa,gdpPercap,545.0098873
Mali,1972,Africa,pop,5828158
Mali,1972,Africa,lifeExp,39.977
Mali,1972,Africa,gdpPercap,581.3688761
Mali,1977,Africa,pop,6491649
Mali,1977,Africa,lifeExp,41.714
Mali,1977,Africa,gdpPercap,686.3952693
Mali,1982,Africa,pop,6998256
Mali,1982,Africa,lifeExp,43.916
Mali,1982,Africa,gdpPercap,618.0140641
Mali,1987,Africa,pop,7634008
Mali,1987,Africa,lifeExp,46.364
Mali,1987,Africa,gdpPercap,684.1715576
Mali,1992,Africa,pop,8416215
Mali,1992,Africa,lifeExp,48.388
Mali,1992,Africa,gdpPercap,739.014375
Mali,1997,Africa,pop,9384984
Mali,1997,Africa,lifeExp,49.903
Mali,1997,Africa,gdpPercap,790.2579846
Mali,2002,Africa,pop,10580176
Mali,2002,Africa,lifeExp,51.818
Mali,2002,Africa,gdpPercap,951.4097518
Mali,2007,Africa,pop,12031795
Mali,2007,Africa,lifeExp,54.467
Mali,2007,Africa,gdpPercap,1042.581557
Mauritania,1952,Africa,pop,1022556
Mauritania,1952,Africa,lifeExp,40.543
Mauritania,1952,Africa,gdpPercap,743.1159097
Mauritania,1957,Africa,pop,1076852
Mauritania,1957,Africa,lifeExp,42.338
Mauritania,1957,Africa,gdpPercap,846.1202613
Mauritania,1962,Africa,pop,1146757
Mauritania,1962,Africa,lifeExp,44.248
Mauritania,1962,Africa,gdpPercap,1055.896036
Mauritania,1967,Africa,pop,1230542
Mauritania,1967,Africa,lifeExp,46.289
Mauritania,1967,Africa,gdpPercap,1421.145193
Mauritania,1972,Africa,pop,1332786
Mauritania,1972,Africa,lifeExp,48.437
Mauritania,1972,Africa,gdpPercap,1586.851781
Mauritania,1977,Africa,pop,1456688
Mauritania,1977,Africa,lifeExp,50.852
Mauritania,1977,Africa,gdpPercap,1497.492223
Mauritania,1982,Africa,pop,1622136
Mauritania,1982,Africa,lifeExp,53.599
Mauritania,1982,Africa,gdpPercap,1481.150189
Mauritania,1987,Africa,pop,1841240
Mauritania,1987,Africa,lifeExp,56.145
Mauritania,1987,Africa,gdpPercap,1421.603576
Mauritania,1992,Africa,pop,2119465
Mauritania,1992,Africa,lifeExp,58.333
Mauritania,1992,Africa,gdpPercap,1361.369784
Mauritania,1997,Africa,pop,2444741
Mauritania,1997,Africa,lifeExp,60.43
Mauritania,1997,Africa,gdpPercap,1483.136136
Mauritania,2002,Africa,pop,2828858
Mauritania,2002,Africa,lifeExp,62.247
Mauritania,2002,Africa,gdpPercap,1579.019543
Mauritania,2007,Africa,pop,3270065
Mauritania,2007,Africa,lifeExp,64.164
Mauritania,2007,Africa,gdpPercap,1803.151496
Mauritius,1952,Africa,pop,516556
Mauritius,1952,Africa,lifeExp,50.986
Mauritius,1952,Africa,gdpPercap,1967.955707
Mauritius,1957,Africa,pop,609816
Mauritius,1957,Africa,lifeExp,58.089
Mauritius,1957,Africa,gdpPercap,2034.037981
Mauritius,1962,Africa,pop,701016
Mauritius,1962,Africa,lifeExp,60.246
Mauritius,1962,Africa,gdpPercap,2529.067487
Mauritius,1967,Africa,pop,789309
Mauritius,1967,Africa,lifeExp,61.557
Mauritius,1967,Africa,gdpPercap,2475.387562
Mauritius,1972,Africa,pop,851334
Mauritius,1972,Africa,lifeExp,62.944
Mauritius,1972,Africa,gdpPercap,2575.484158
Mauritius,1977,Africa,pop,913025
Mauritius,1977,Africa,lifeExp,64.93
Mauritius,1977,Africa,gdpPercap,3710.982963
Mauritius,1982,Africa,pop,992040
Mauritius,1982,Africa,lifeExp,66.711
Mauritius,1982,Africa,gdpPercap,3688.037739
Mauritius,1987,Africa,pop,1042663
Mauritius,1987,Africa,lifeExp,68.74
Mauritius,1987,Africa,gdpPercap,4783.586903
Mauritius,1992,Africa,pop,1096202
Mauritius,1992,Africa,lifeExp,69.745
Mauritius,1992,Africa,gdpPercap,6058.253846
Mauritius,1997,Africa,pop,1149818
Mauritius,1997,Africa,lifeExp,70.736
Mauritius,1997,Africa,gdpPercap,7425.705295
Mauritius,2002,Africa,pop,1200206
Mauritius,2002,Africa,lifeExp,71.954
Mauritius,2002,Africa,gdpPercap,9021.815894
Mauritius,2007,Africa,pop,1250882
Mauritius,2007,Africa,lifeExp,72.801
Mauritius,2007,Africa,gdpPercap,10956.99112
Mexico,1952,Americas,pop,30144317
Mexico,1952,Americas,lifeExp,50.789
Mexico,1952,Americas,gdpPercap,3478.125529
Mexico,1957,Americas,pop,35015548
Mexico,1957,Americas,lifeExp,55.19
Mexico,1957,Americas,gdpPercap,4131.546641
Mexico,1962,Americas,pop,41121485
Mexico,1962,Americas,lifeExp,58.299
Mexico,1962,Americas,gdpPercap,4581.609385
Mexico,1967,Americas,pop,47995559
Mexico,1967,Americas,lifeExp,60.11
Mexico,1967,Americas,gdpPercap,5754.733883
Mexico,1972,Americas,pop,55984294
Mexico,1972,Americas,lifeExp,62.361
Mexico,1972,Americas,gdpPercap,6809.40669
Mexico,1977,Americas,pop,63759976
Mexico,1977,Americas,lifeExp,65.032
Mexico,1977,Americas,gdpPercap,7674.929108
Mexico,1982,Americas,pop,71640904
Mexico,1982,Americas,lifeExp,67.405
Mexico,1982,Americas,gdpPercap,9611.147541
Mexico,1987,Americas,pop,80122492
Mexico,1987,Americas,lifeExp,69.498
Mexico,1987,Americas,gdpPercap,8688.156003
Mexico,1992,Americas,pop,88111030
Mexico,1992,Americas,lifeExp,71.455
Mexico,1992,Americas,gdpPercap,9472.384295
Mexico,1997,Americas,pop,95895146
Mexico,1997,Americas,lifeExp,73.67
Mexico,1997,Americas,gdpPercap,9767.29753
Mexico,2002,Americas,pop,102479927
Mexico,2002,Americas,lifeExp,74.902
Mexico,2002,Americas,gdpPercap,10742.44053
Mexico,2007,Americas,pop,108700891
Mexico,2007,Americas,lifeExp,76.195
Mexico,2007,Americas,gdpPercap,11977.57496
Mongolia,1952,Asia,pop,800663
Mongolia,1952,Asia,lifeExp,42.244
Mongolia,1952,Asia,gdpPercap,786.5668575
Mongolia,1957,Asia,pop,882134
Mongolia,1957,Asia,lifeExp,45.248
Mongolia,1957,Asia,gdpPercap,912.6626085
Mongolia,1962,Asia,pop,1010280
Mongolia,1962,Asia,lifeExp,48.251
Mongolia,1962,Asia,gdpPercap,1056.353958
Mongolia,1967,Asia,pop,1149500
Mongolia,1967,Asia,lifeExp,51.253
Mongolia,1967,Asia,gdpPercap,1226.04113
Mongolia,1972,Asia,pop,1320500
Mongolia,1972,Asia,lifeExp,53.754
Mongolia,1972,Asia,gdpPercap,1421.741975
Mongolia,1977,Asia,pop,1528000
Mongolia,1977,Asia,lifeExp,55.491
Mongolia,1977,Asia,gdpPercap,1647.511665
Mongolia,1982,Asia,pop,1756032
Mongolia,1982,Asia,lifeExp,57.489
Mongolia,1982,Asia,gdpPercap,2000.603139
Mongolia,1987,Asia,pop,2015133
Mongolia,1987,Asia,lifeExp,60.222
Mongolia,1987,Asia,gdpPercap,2338.008304
Mongolia,1992,Asia,pop,2312802
Mongolia,1992,Asia,lifeExp,61.271
Mongolia,1992,Asia,gdpPercap,1785.402016
Mongolia,1997,Asia,pop,2494803
Mongolia,1997,Asia,lifeExp,63.625
Mongolia,1997,Asia,gdpPercap,1902.2521
Mongolia,2002,Asia,pop,2674234
Mongolia,2002,Asia,lifeExp,65.033
Mongolia,2002,Asia,gdpPercap,2140.739323
Mongolia,2007,Asia,pop,2874127
Mongolia,2007,Asia,lifeExp,66.803
Mongolia,2007,Asia,gdpPercap,3095.772271
Montenegro,1952,Europe,pop,413834
Montenegro,1952,Europe,lifeExp,59.164
Montenegro,1952,Europe,gdpPercap,2647.585601
Montenegro,1957,Europe,pop,442829
Montenegro,1957,Europe,lifeExp,61.448
Montenegro,1957,Europe,gdpPercap,3682.259903
Montenegro,1962,Europe,pop,474528
Montenegro,1962,Europe,lifeExp,63.728
Montenegro,1962,Europe,gdpPercap,4649.593785
Montenegro,1967,Europe,pop,501035
Montenegro,1967,Europe,lifeExp,67.178
Montenegro,1967,Europe,gdpPercap,5907.850937
Montenegro,1972,Europe,pop,527678
Montenegro,1972,Europe,lifeExp,70.636
Montenegro,1972,Europe,gdpPercap,7778.414017
Montenegro,1977,Europe,pop,560073
Montenegro,1977,Europe,lifeExp,73.066
Montenegro,1977,Europe,gdpPercap,9595.929905
Montenegro,1982,Europe,pop,562548
Montenegro,1982,Europe,lifeExp,74.101
Montenegro,1982,Europe,gdpPercap,11222.58762
Montenegro,1987,Europe,pop,569473
Montenegro,1987,Europe,lifeExp,74.865
Montenegro,1987,Europe,gdpPercap,11732.51017
Montenegro,1992,Europe,pop,621621
Montenegro,1992,Europe,lifeExp,75.435
Montenegro,1992,Europe,gdpPercap,7003.339037
Montenegro,1997,Europe,pop,692651
Montenegro,1997,Europe,lifeExp,75.445
Montenegro,1997,Europe,gdpPercap,6465.613349
Montenegro,2002,Europe,pop,720230
Montenegro,2002,Europe,lifeExp,73.981
Montenegro,2002,Europe,gdpPercap,6557.194282
Montenegro,2007,Europe,pop,684736
Montenegro,2007,Europe,lifeExp,74.543
Montenegro,2007,Europe,gdpPercap,9253.896111
Morocco,1952,Africa,pop,9939217
Morocco,1952,Africa,lifeExp,42.873
Morocco,1952,Africa,gdpPercap,1688.20357
Morocco,1957,Africa,pop,11406350
Morocco,1957,Africa,lifeExp,45.423
Morocco,1957,Africa,gdpPercap,1642.002314
Morocco,1962,Africa,pop,13056604
Morocco,1962,Africa,lifeExp,47.924
Morocco,1962,Africa,gdpPercap,1566.353493
Morocco,1967,Africa,pop,14770296
Morocco,1967,Africa,lifeExp,50.335
Morocco,1967,Africa,gdpPercap,1711.04477
Morocco,1972,Africa,pop,16660670
Morocco,1972,Africa,lifeExp,52.862
Morocco,1972,Africa,gdpPercap,1930.194975
Morocco,1977,Africa,pop,18396941
Morocco,1977,Africa,lifeExp,55.73
Morocco,1977,Africa,gdpPercap,2370.619976
Morocco,1982,Africa,pop,20198730
Morocco,1982,Africa,lifeExp,59.65
Morocco,1982,Africa,gdpPercap,2702.620356
Morocco,1987,Africa,pop,22987397
Morocco,1987,Africa,lifeExp,62.677
Morocco,1987,Africa,gdpPercap,2755.046991
Morocco,1992,Africa,pop,25798239
Morocco,1992,Africa,lifeExp,65.393
Morocco,1992,Africa,gdpPercap,2948.047252
Morocco,1997,Africa,pop,28529501
Morocco,1997,Africa,lifeExp,67.66
Morocco,1997,Africa,gdpPercap,2982.101858
Morocco,2002,Africa,pop,31167783
Morocco,2002,Africa,lifeExp,69.615
Morocco,2002,Africa,gdpPercap,3258.495584
Morocco,2007,Africa,pop,33757175
Morocco,2007,Africa,lifeExp,71.164
Morocco,2007,Africa,gdpPercap,3820.17523
Mozambique,1952,Africa,pop,6446316
Mozambique,1952,Africa,lifeExp,31.286
Mozambique,1952,Africa,gdpPercap,468.5260381
Mozambique,1957,Africa,pop,7038035
Mozambique,1957,Africa,lifeExp,33.779
Mozambique,1957,Africa,gdpPercap,495.5868333
Mozambique,1962,Africa,pop,7788944
Mozambique,1962,Africa,lifeExp,36.161
Mozambique,1962,Africa,gdpPercap,556.6863539
Mozambique,1967,Africa,pop,8680909
Mozambique,1967,Africa,lifeExp,38.113
Mozambique,1967,Africa,gdpPercap,566.6691539
Mozambique,1972,Africa,pop,9809596
Mozambique,1972,Africa,lifeExp,40.328
Mozambique,1972,Africa,gdpPercap,724.9178037
Mozambique,1977,Africa,pop,11127868
Mozambique,1977,Africa,lifeExp,42.495
Mozambique,1977,Africa,gdpPercap,502.3197334
Mozambique,1982,Africa,pop,12587223
Mozambique,1982,Africa,lifeExp,42.795
Mozambique,1982,Africa,gdpPercap,462.2114149
Mozambique,1987,Africa,pop,12891952
Mozambique,1987,Africa,lifeExp,42.861
Mozambique,1987,Africa,gdpPercap,389.8761846
Mozambique,1992,Africa,pop,13160731
Mozambique,1992,Africa,lifeExp,44.284
Mozambique,1992,Africa,gdpPercap,410.8968239
Mozambique,1997,Africa,pop,16603334
Mozambique,1997,Africa,lifeExp,46.344
Mozambique,1997,Africa,gdpPercap,472.3460771
Mozambique,2002,Africa,pop,18473780
Mozambique,2002,Africa,lifeExp,44.026
Mozambique,2002,Africa,gdpPercap,633.6179466
Mozambique,2007,Africa,pop,19951656
Mozambique,2007,Africa,lifeExp,42.082
Mozambique,2007,Africa,gdpPercap,823.6856205
Myanmar,1952,Asia,pop,20092996
Myanmar,1952,Asia,lifeExp,36.319
Myanmar,1952,Asia,gdpPercap,331
Myanmar,1957,Asia,pop,21731844
Myanmar,1957,Asia,lifeExp,41.905
Myanmar,1957,Asia,gdpPercap,350
Myanmar,1962,Asia,pop,23634436
Myanmar,1962,Asia,lifeExp,45.108
Myanmar,1962,Asia,gdpPercap,388
Myanmar,1967,Asia,pop,25870271
Myanmar,1967,Asia,lifeExp,49.379
Myanmar,1967,Asia,gdpPercap,349
Myanmar,1972,Asia,pop,28466390
Myanmar,1972,Asia,lifeExp,53.07
Myanmar,1972,Asia,gdpPercap,357
Myanmar,1977,Asia,pop,31528087
Myanmar,1977,Asia,lifeExp,56.059
Myanmar,1977,Asia,gdpPercap,371
Myanmar,1982,Asia,pop,34680442
Myanmar,1982,Asia,lifeExp,58.056
Myanmar,1982,Asia,gdpPercap,424
Myanmar,1987,Asia,pop,38028578
Myanmar,1987,Asia,lifeExp,58.339
Myanmar,1987,Asia,gdpPercap,385
Myanmar,1992,Asia,pop,40546538
Myanmar,1992,Asia,lifeExp,59.32
Myanmar,1992,Asia,gdpPercap,347
Myanmar,1997,Asia,pop,43247867
Myanmar,1997,Asia,lifeExp,60.328
Myanmar,1997,Asia,gdpPercap,415
Myanmar,2002,Asia,pop,45598081
Myanmar,2002,Asia,lifeExp,59.908
Myanmar,2002,Asia,gdpPercap,611
Myanmar,2007,Asia,pop,47761980
Myanmar,2007,Asia,lifeExp,62.069
Myanmar,2007,Asia,gdpPercap,944
Namibia,1952,Africa,pop,485831
Namibia,1952,Africa,lifeExp,41.725
Namibia,1952,Africa,gdpPercap,2423.780443
Namibia,1957,Africa,pop,548080
Namibia,1957,Africa,lifeExp,45.226
Namibia,1957,Africa,gdpPercap,2621.448058
Namibia,1962,Africa,pop,621392
Namibia,1962,Africa,lifeExp,48.386
Namibia,1962,Africa,gdpPercap,3173.215595
Namibia,1967,Africa,pop,706640
Namibia,1967,Africa,lifeExp,51.159
Namibia,1967,Africa,gdpPercap,3793.694753
Namibia,1972,Africa,pop,821782
Namibia,1972,Africa,lifeExp,53.867
Namibia,1972,Africa,gdpPercap,3746.080948
Namibia,1977,Africa,pop,977026
Namibia,1977,Africa,lifeExp,56.437
Namibia,1977,Africa,gdpPercap,3876.485958
Namibia,1982,Africa,pop,1099010
Namibia,1982,Africa,lifeExp,58.968
Namibia,1982,Africa,gdpPercap,4191.100511
Namibia,1987,Africa,pop,1278184
Namibia,1987,Africa,lifeExp,60.835
Namibia,1987,Africa,gdpPercap,3693.731337
Namibia,1992,Africa,pop,1554253
Namibia,1992,Africa,lifeExp,61.999
Namibia,1992,Africa,gdpPercap,3804.537999
Namibia,1997,Africa,pop,1774766
Namibia,1997,Africa,lifeExp,58.909
Namibia,1997,Africa,gdpPercap,3899.52426
Namibia,2002,Africa,pop,1972153
Namibia,2002,Africa,lifeExp,51.479
Namibia,2002,Africa,gdpPercap,4072.324751
Namibia,2007,Africa,pop,2055080
Namibia,2007,Africa,lifeExp,52.906
Namibia,2007,Africa,gdpPercap,4811.060429
Nepal,1952,Asia,pop,9182536
Nepal,1952,Asia,lifeExp,36.157
Nepal,1952,Asia,gdpPercap,545.8657229
Nepal,1957,Asia,pop,9682338
Nepal,1957,Asia,lifeExp,37.686
Nepal,1957,Asia,gdpPercap,597.9363558
Nepal,1962,Asia,pop,10332057
Nepal,1962,Asia,lifeExp,39.393
Nepal,1962,Asia,gdpPercap,652.3968593
Nepal,1967,Asia,pop,11261690
Nepal,1967,Asia,lifeExp,41.472
Nepal,1967,Asia,gdpPercap,676.4422254
Nepal,1972,Asia,pop,12412593
Nepal,1972,Asia,lifeExp,43.971
Nepal,1972,Asia,gdpPercap,674.7881296
Nepal,1977,Asia,pop,13933198
Nepal,1977,Asia,lifeExp,46.748
Nepal,1977,Asia,gdpPercap,694.1124398
Nepal,1982,Asia,pop,15796314
Nepal,1982,Asia,lifeExp,49.594
Nepal,1982,Asia,gdpPercap,718.3730947
Nepal,1987,Asia,pop,17917180
